,Product Image Is Thumbnail - 2,Product Image Description - 2,Product UPC/EAN,Product Image Sort - 5,Free Shipping,Product Image Path - 3,Product Image Path - 4,Allow Purchases?,Page Title,Price,Product Image File - 5,Product Image Path - 1,Width,Product Image URL - 5,Brand Name,Product Image Index - 4,Product Image Index - 1,Track Inventory,Product Image ID - 3,Product Image Description - 1,Product Image Description - 3,Product Image Sort - 4,Product Image ID - 5,Product Image Path - 5,Fixed Shipping Price,Product Image Sort - 2,Product Type,Product Image Index - 2,Product Image URL - 4,Product Inventoried,Product Image File - 3,Product Image Path - 2,Height,Sale Price,Product ID,Product Image Is Thumbnail - 5,Product Image URL - 1,Product Image ID - 4,Product Name,Product Image File - 1,Product Image URL - 3,Category,Product Image Description - 5,Product Image Is Thumbnail - 4,Option Set,Search Keywords,Product Visible?,Description,Product Image ID - 2,Product Image Index - 5,Product Image Is Thumbnail - 3,Meta Description,Product Image Description - 4,Product Warranty,Product Description,Product Image File - 4,Depth,Product Image File - 2,Product Image ID - 1,Product Code/SKU,Current Stock Level,Product Image Sort - 3,Product Image Is Thumbnail - 1,Product Image Index - 3,Cost Price,Item Type,Product Image Sort - 1,Meta Keywords,Product Image URL - 2,Retail Price,Product Weight
43983,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 7",,5.0,,,,N,,[FIXED]110.0,,,,,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 7","Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 7",4.0,,,,2.0,,,,Y,54289_2.jpg,,,110.0,,,,,,54289_0.jpg,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 7",,,,N,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 7",,,54289_3.jpg,,54289_1.jpg,,1-54289,,3.0,,,,Rule,1.0,,,110.0,0.0
43984,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 7.5",,5.0,,,,Y,,[FIXED]110.0,,,,,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 7.5","Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 7.5",4.0,,,,2.0,,,,Y,54290_2.jpg,,,110.0,,,,,,54290_0.jpg,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 7.5",,,,Y,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 7.5",,,54290_3.jpg,,54290_1.jpg,,1-54290,,3.0,,,,Rule,1.0,,,110.0,0.0
43985,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 8",,5.0,,,,N,,[FIXED]110.0,,,,,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 8","Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 8",4.0,,,,2.0,,,,Y,,,,110.0,,,,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 8",,,,N,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 8",,,,,,,1-54291,,3.0,,,,Rule,1.0,,,110.0,0.0
43986,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 8.5",,5.0,,,,Y,,[FIXED]110.0,,,,,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 8.5","Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 8.5",4.0,,,,2.0,,,,Y,54292_2.jpg,,,110.0,,,,,,54292_0.jpg,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 8.5",,,,Y,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 8.5",,,54292_3.jpg,,54292_1.jpg,,1-54292,,3.0,,,,Rule,1.0,,,110.0,0.0
43987,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 9",,5.0,,,,Y,,[FIXED]110.0,,,,,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 9","Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 9",4.0,,,,2.0,,,,Y,54293_2.jpg,,,110.0,,,,,,54293_0.jpg,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 9",,,,Y,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 9",,,54293_3.jpg,,54293_1.jpg,,1-54293,,3.0,,,,Rule,1.0,,,110.0,0.0
43988,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 9.5",,5.0,,,,Y,,[FIXED]110.0,,,,,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 9.5","Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 9.5",4.0,,,,2.0,,,,Y,54294_2.jpg,,,110.0,,,,,,54294_0.jpg,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 9.5",,,,Y,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 9.5",,,54294_3.jpg,,54294_1.jpg,,1-54294,,3.0,,,,Rule,1.0,,,110.0,0.0
43989,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 10",,5.0,,,,Y,,[FIXED]110.0,,,,,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 10","Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 10",4.0,,,,2.0,,,,Y,54295_2.jpg,,,110.0,,,,,,54295_0.jpg,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 10",,,,Y,,,,,,"Yalta, Ts, Cswp, W'S, 19-20, Salomon, Ski, BALGRURB, 10",,,54295_3.jpg,,54295_1.jpg,,1-54295,,3.0,,,,Rule,1.0,,,110.0,0.0
43990,,"Yeasayer, 19-20, Burton, , ",190450623932,5.0,,,,N,Yeasayer 19-20,314.97,,,,,Burton,,,by option,,"Yeasayer, 19-20, Burton, , ","Yeasayer, 19-20, Burton, , ",4.0,,,,2.0,P,,,Y,21258_2.jpg,,,314.97,,,,,Yeasayer 19-20,21258_0.jpg,,Snowboard/Board/Adult,"Yeasayer, 19-20, Burton, , ",,Yeasayer 19-20,"Yeasayer, 19-20, Burton, , ",N,,,,,"From unexplored peaks to your favorite parks, the Burton Yeasayer tames anything that stands in your way. The board's Flat Top profile surfs through deep powder while keeping things stable underfoot, and a true twin design keeps you in control no matter which way you point it. Available in two versions, choose the relaxed and floaty Flying V™ or catch-free control of Flat Top. A laundry list of features all work together to ensure that the ride is as friendly as it is fun, with an energetic FSC™ Certified core, and Scoop tip and tail, which turn up the edges for a catch-free feel whether you're surfing through knee deep pow or sliding a box in the park.","Yeasayer, 19-20, Burton, , ","<dt style=""font-size:14px;""><strong>Terrain:All Mountain</strong>
<ul>
<dt style=""font-size:14px;""><strong>Rocker Type:Flat Top™</strong>
<ul>
<dt style=""font-size:14px;""><strong>Shape:Twin Shape</strong>
<ul>
<dt style=""font-size:14px;""><strong>Flex:Symmetrical Flex</strong> 
<ul>
<li>FSC™ Certified Super Fly® 800G Core</li>
<li>Dualzone™ EGD™: Engineered wood grains for edge-hold, response, and strength.</li>
<li>Squeezebox Low: Profiled core for easier board control, more energy and pop</li>
<li>Women's Specific Triax™ Fiberglass</li>
<li>Extruded Base</li>
<li>The Channel®</li>
<li>Frostbite Edges</li>
<li>Super Sap® Epoxy</li>
<li>Scoop: Scooped tips fo you don't catch anything funky.</li>
<li>Infinite Ride™</li>
</ul>","From unexplored peaks to your favorite parks, the Burton Yeasayer tames anything that stands in your way. The board's Flat Top profile surfs through deep powder while keeping things stable underfoot, and a true twin design keeps you in control no matter which way you point it. Available in two versions, choose the relaxed and floaty Flying V™ or catch-free control of Flat Top. A laundry list of features all work together to ensure that the ride is as friendly as it is fun, with an energetic FSC™ Certified core, and Scoop tip and tail, which turn up the edges for a catch-free feel whether you're surfing through knee deep pow or sliding a box in the park.",,,21258_1.jpg,,0-21258,0.0,3.0,,,259.2,Product,1.0,"Yeasayer, 19-20, Burton, , ",,449.95,0.0
43991,,,190450623932,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,314.97,,,,,[RB]Size=144,,,,,,,,N,,,,,,,,,,,,,1-21258,0.0,,,,259.2,SKU,,,,449.95,0.0
43992,,,190450623949,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,314.97,,,,,[RB]Size=148,,,,,,,,N,,,,,,,,,,,,,1-21259,0.0,,,,259.2,SKU,,,,449.95,0.0
43993,,"Yeasayer, 19-20, Burton, , 144",,5.0,,,,N,,[FIXED]314.97,,,,,,,,,,"Yeasayer, 19-20, Burton, , 144","Yeasayer, 19-20, Burton, , 144",4.0,,,,2.0,,,,Y,21258_2.jpg,,,314.97,,,,,,21258_0.jpg,,,"Yeasayer, 19-20, Burton, , 144",,,,N,,,,,,"Yeasayer, 19-20, Burton, , 144",,,,,21258_1.jpg,,1-21258,,3.0,,,,Rule,1.0,,,449.95,0.0
43994,,"Yeasayer, 19-20, Burton, , 148",,5.0,,,,N,,[FIXED]314.97,,,,,,,,,,"Yeasayer, 19-20, Burton, , 148","Yeasayer, 19-20, Burton, , 148",4.0,,,,2.0,,,,Y,21259_2.jpg,,,314.97,,,,,,21259_0.jpg,,,"Yeasayer, 19-20, Burton, , 148",,,,N,,,,,,"Yeasayer, 19-20, Burton, , 148",,,,,21259_1.jpg,,1-21259,,3.0,,,,Rule,1.0,,,449.95,0.0
43995,,"Yeasayer, Flying, V, 18-19, Burton, , ",190450214383,5.0,,,,N,Yeasayer Flying V 18-19,314.97,,,,,Burton,,,by option,,"Yeasayer, Flying, V, 18-19, Burton, , ","Yeasayer, Flying, V, 18-19, Burton, , ",4.0,,,,2.0,P,,,Y,,,,314.97,,,,,Yeasayer Flying V 18-19,10114_0.jpg,,Snowboard/Board/Adult,"Yeasayer, Flying, V, 18-19, Burton, , ",,Yeasayer Flying V 18-19,"Yeasayer, Flying, V, 18-19, Burton, , ",N,,,,,,"Yeasayer, Flying, V, 18-19, Burton, , ",,,,,,,0-10114,0.0,3.0,,,229.5,Product,1.0,"Yeasayer, Flying, V, 18-19, Burton, , ",,449.95,0.0
43996,,,190450214383,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,314.97,,,,,[RB]Size=144,,,,,,,,N,,,,,,,,,,,,,1-10114,0.0,,,,229.5,SKU,,,,449.95,0.0
43997,,,190450214390,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,314.97,,,,,[RB]Size=148,,,,,,,,N,,,,,,,,,,,,,1-10115,0.0,,,,229.5,SKU,,,,449.95,0.0
43998,,"Yeasayer, Flying, V, 18-19, Burton, , 144",,5.0,,,,N,,[FIXED]314.97,,,,,,,,,,"Yeasayer, Flying, V, 18-19, Burton, , 144","Yeasayer, Flying, V, 18-19, Burton, , 144",4.0,,,,2.0,,,,Y,,,,314.97,,,,,,10114_0.jpg,,,"Yeasayer, Flying, V, 18-19, Burton, , 144",,,,N,,,,,,"Yeasayer, Flying, V, 18-19, Burton, , 144",,,,,,,1-10114,,3.0,,,,Rule,1.0,,,449.95,0.0
43999,,"Yeasayer, Flying, V, 18-19, Burton, , 148",,5.0,,,,N,,[FIXED]314.97,,,,,,,,,,"Yeasayer, Flying, V, 18-19, Burton, , 148","Yeasayer, Flying, V, 18-19, Burton, , 148",4.0,,,,2.0,,,,Y,,,,314.97,,,,,,10115_0.jpg,,,"Yeasayer, Flying, V, 18-19, Burton, , 148",,,,N,,,,,,"Yeasayer, Flying, V, 18-19, Burton, , 148",,,,,,,1-10115,,3.0,,,,Rule,1.0,,,449.95,0.0
44000,,"Yerba, P/O, Fleece, 19-20, Volcom, , ",886608895787,5.0,,,,N,Yerba P/O Fleece 19-20,35.75,,,,,Volcom,,,by option,,"Yerba, P/O, Fleece, 19-20, Volcom, , ","Yerba, P/O, Fleece, 19-20, Volcom, , ",4.0,,,,2.0,P,,,Y,35356_2.jpeg,,,35.75,,,,,Yerba P/O Fleece 19-20,35356_0.jpeg,,Gear/Midlayer/Women,"Yerba, P/O, Fleece, 19-20, Volcom, , ",,Yerba P/O Fleece 19-20,"Yerba, P/O, Fleece, 19-20, Volcom, , ",N,,,,,,"Yerba, P/O, Fleece, 19-20, Volcom, , ","<dt style=""font-size:14px;""><strong>Fit: Long fit</strong>
<ul>
<dt style=""font-size:14px;""><strong>Material: 100% Polyester</strong>
<ul>
<dt style=""font-size:14px;""><strong>Hood Type: Drawcord Cinch Hood</strong> 
<ul>
<li>Ribbed cuff</li>
<li>Ribbed hem</li>
<li>Woven logo label</li>
<li></li>
</ul>

",,35356_3.jpeg,,35356_1.jpeg,,0-35356,0.0,3.0,,,26.95,Product,1.0,"Yerba, P/O, Fleece, 19-20, Volcom, , ",,55.0,0.0
44001,,,886608895787,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,35.75,,,,,"[RT]Color=LEOPARD,[RB]Size=XS",,,,,,,,N,,,,,,,,,,,,,1-35356,0.0,,,,26.4,SKU,,,,55.0,0.0
44002,,,886608895794,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,35.75,,,,,"[RT]Color=LEOPARD,[RB]Size=S",,,,,,,,N,,,,,,,,,,,,,1-35366,0.0,,,,26.95,SKU,,,,55.0,0.0
44003,,,886608895800,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,35.75,,,,,"[RT]Color=LEOPARD,[RB]Size=M",,,,,,,,N,,,,,,,,,,,,,1-35368,0.0,,,,26.4,SKU,,,,55.0,0.0
44004,,,886608895848,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,35.75,,,,,"[RT]Color=PURPHAZE,[RB]Size=S",,,,,,,,N,,,,,,,,,,,,,1-35372,0.0,,,,26.95,SKU,,,,55.0,0.0
44005,,,886608895855,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,35.75,,,,,"[RT]Color=PURPHAZE,[RB]Size=M",,,,,,,,N,,,,,,,,,,,,,1-35373,0.0,,,,26.4,SKU,,,,55.0,0.0
44006,,,886608895862,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,35.75,,,,,"[RT]Color=PURPHAZE,[RB]Size=L",,,,,,,,N,,,,,,,,,,,,,1-35374,0.0,,,,26.95,SKU,,,,55.0,0.0
44007,,"Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, XS",,5.0,,,,N,,[FIXED]35.75,,,,,,,,,,"Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, XS","Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, XS",4.0,,,,2.0,,,,Y,35356_2.jpeg,,,35.75,,,,,,35356_0.jpeg,,,"Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, XS",,,,N,,,,,,"Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, XS",,,35356_3.jpeg,,35356_1.jpeg,,1-35356,,3.0,,,,Rule,1.0,,,55.0,0.0
44008,,"Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, S",,5.0,,,,N,,[FIXED]35.75,,,,,,,,,,"Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, S","Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, S",4.0,,,,2.0,,,,Y,35366_2.jpeg,,,35.75,,,,,,35366_0.jpeg,,,"Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, S",,,,N,,,,,,"Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, S",,,35366_3.jpeg,,35366_1.jpeg,,1-35366,,3.0,,,,Rule,1.0,,,55.0,0.0
44009,,"Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, M",,5.0,,,,N,,[FIXED]35.75,,,,,,,,,,"Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, M","Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, M",4.0,,,,2.0,,,,Y,35368_2.jpeg,,,35.75,,,,,,35368_0.jpeg,,,"Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, M",,,,N,,,,,,"Yerba, P/O, Fleece, 19-20, Volcom, LEOPARD, M",,,35368_3.jpeg,,35368_1.jpeg,,1-35368,,3.0,,,,Rule,1.0,,,55.0,0.0
44010,,"Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, S",,5.0,,,,N,,[FIXED]35.75,,,,,,,,,,"Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, S","Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, S",4.0,,,,2.0,,,,Y,35372_2.jpeg,,,35.75,,,,,,35372_0.jpeg,,,"Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, S",,,,N,,,,,,"Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, S",,,35372_3.jpeg,,35372_1.jpeg,,1-35372,,3.0,,,,Rule,1.0,,,55.0,0.0
44011,,"Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, M",,5.0,,,,N,,[FIXED]35.75,,,,,,,,,,"Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, M","Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, M",4.0,,,,2.0,,,,Y,35373_2.jpeg,,,35.75,,,,,,35373_0.jpeg,,,"Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, M",,,,N,,,,,,"Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, M",,,35373_3.jpeg,,35373_1.jpeg,,1-35373,,3.0,,,,Rule,1.0,,,55.0,0.0
44012,,"Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, L",,5.0,,,,N,,[FIXED]35.75,,,,,,,,,,"Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, L","Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, L",4.0,,,,2.0,,,,Y,35374_2.jpeg,,,35.75,,,,,,35374_0.jpeg,,,"Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, L",,,,N,,,,,,"Yerba, P/O, Fleece, 19-20, Volcom, PURPHAZE, L",,,35374_3.jpeg,,35374_1.jpeg,,1-35374,,3.0,,,,Rule,1.0,,,55.0,0.0
44013,,"Yeti, Otc, Cushion, 19-20, Darn, Tough, , ",642249132687,5.0,,,,Y,Yeti Otc Cushion 19-20,26.0,,,,,Darn Tough,,,by option,,"Yeti, Otc, Cushion, 19-20, Darn, Tough, , ","Yeti, Otc, Cushion, 19-20, Darn, Tough, , ",4.0,,,,2.0,P,,,Y,,,,26.0,,,,,Yeti Otc Cushion 19-20,19292_0.jpg,,Ski/Socks/Adult,"Yeti, Otc, Cushion, 19-20, Darn, Tough, , ",,Yeti Otc Cushion 19-20,"Yeti, Otc, Cushion, 19-20, Darn, Tough, , ",Y,,,,,"The Yeti, believe in the legend. This burly, beast of an all-mountain performance sock smooths the ride with the perfect amount of cushioning along the bottom of the foot.
","Yeti, Otc, Cushion, 19-20, Darn, Tough, , ","<dt style=""font-size:14px;""><strong>Material: 68% Merino Wool, 28% Nylon, 4% Lycra® Spandex</strong>
<ul>
<dd style=""font-size:14px;""><strong>Additional Features</strong>
<li>Performance Fit: No slipping, no bunching, and no blisters.</li>
<li>Fine Gauge Knitting: Unprecedented durability and our unique “put it on, forget it’s on” feel.</li>
<li>Naturally Antimicrobial: Repels bacteria and odor.</li>
<li>True Seamless™: Undetectable seam fusion for an ultra smooth, invisible feel.</li>
<li>Merino Wool: The ultimate fiber for breathability and comfort in all conditions.</li>
<li>Fast Action Wicking: Pulls moisture away from skin. Fast drying.</li>
</ul>
","The Yeti, believe in the legend. This burly, beast of an all-mountain performance sock smooths the ride with the perfect amount of cushioning along the bottom of the foot.
",,,,,0-19292,9.0,3.0,,,12.35,Product,1.0,"Yeti, Otc, Cushion, 19-20, Darn, Tough, , ",,26.0,0.0
44014,,,642249132687,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,26.0,,,,,"[RT]Color=GLACIER,[RB]Size=S",,,,,,,,Y,,,,,,,,,,,,,1-19292,5.0,,,,12.35,SKU,,,,26.0,0.0
44015,,,642249132670,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,26.0,,,,,"[RT]Color=GLACIER,[RB]Size=M",,,,,,,,Y,,,,,,,,,,,,,1-19293,4.0,,,,12.35,SKU,,,,26.0,0.0
44016,,,642249132663,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,26.0,,,,,"[RT]Color=GLACIER,[RB]Size=L",,,,,,,,N,,,,,,,,,,,,,1-23759,0.0,,,,12.35,SKU,,,,26.0,0.0
44017,,"Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, S",,5.0,,,,Y,,[FIXED]26.0,,,,,,,,,,"Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, S","Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, S",4.0,,,,2.0,,,,Y,,,,26.0,,,,,,19292_0.jpg,,,"Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, S",,,,Y,,,,,,"Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, S",,,,,,,1-19292,,3.0,,,,Rule,1.0,,,26.0,0.0
44018,,"Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, M",,5.0,,,,Y,,[FIXED]26.0,,,,,,,,,,"Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, M","Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, M",4.0,,,,2.0,,,,Y,,,,26.0,,,,,,19293_0.jpg,,,"Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, M",,,,Y,,,,,,"Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, M",,,,,,,1-19293,,3.0,,,,Rule,1.0,,,26.0,0.0
44019,,"Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, L",,5.0,,,,N,,[FIXED]26.0,,,,,,,,,,"Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, L","Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, L",4.0,,,,2.0,,,,Y,,,,26.0,,,,,,23759_0.jpg,,,"Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, L",,,,N,,,,,,"Yeti, Otc, Cushion, 19-20, Darn, Tough, GLACIER, L",,,,,,,1-23759,,3.0,,,,Rule,1.0,,,26.0,0.0
44020,,"Yeti, Stretch, 19-20, Airblaster, , ",847678124931,5.0,,,,N,Yeti Stretch 19-20,168.97,,,,,Airblaster,,,by option,,"Yeti, Stretch, 19-20, Airblaster, , ","Yeti, Stretch, 19-20, Airblaster, , ",4.0,,,,2.0,P,,,Y,,,,168.97,,,,,Yeti Stretch 19-20,15080_0.jpg,,Gear/Jacket/Men,"Yeti, Stretch, 19-20, Airblaster, , ",,Yeti Stretch 19-20,"Yeti, Stretch, 19-20, Airblaster, , ",N,,,,,,"Yeti, Stretch, 19-20, Airblaster, , ","<dd style=""font-size:14px;""><strong>Outer Fabric:Stretch Baby Twill upper with Midweight Oxford lower FC-Free Eco-DWR</strong>
<ul>
<dd style=""font-size:14px;""><strong>Waterproof/Breathability:15k/10k</strong>
<ul>
<dd style=""font-size:14px;""><strong>Insulation:Zonal synthetic insulation; 60g body, 40g sleeves</strong>
<ul>
<dd style=""font-size:14px;""><strong>Seam Sealing:Fully taped seams</strong>
<ul>
<dd style=""font-size:14px;""><strong>Additional Features</strong>
<li>Blaster Long Fit with articulated arms</li>
<li>Ergonomic 2-way adjustable hood with lycra drawcord</li>
<li>2-way zippered pocket</li>
<li>Mesh-lined underarm vents</li>
<li>Mesh goggle pocket inside</li>
<li>Removable powder skirt with pass pocket window</li>
</ul>
",,,,,,0-15080,0.0,3.0,,,124.8,Product,1.0,"Yeti, Stretch, 19-20, Airblaster, , ",,25.95,0.0
44021,,,847678124931,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,168.97,,,,,"[RT]Color=OG DINO,[RB]Size=M",,,,,,,,N,,,,,,,,,,,,,1-15080,0.0,,,,124.8,SKU,,,,25.95,0.0
44022,,,847678124948,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,168.97,,,,,"[RT]Color=OG DINO,[RB]Size=L",,,,,,,,N,,,,,,,,,,,,,1-15081,0.0,,,,124.8,SKU,,,,25.95,0.0
44023,,,847678124955,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,168.97,,,,,"[RT]Color=OG DINO,[RB]Size=XL",,,,,,,,N,,,,,,,,,,,,,1-15082,0.0,,,,124.8,SKU,,,,25.95,0.0
44024,,"Yeti, Stretch, 19-20, Airblaster, OG, DINO, M",,5.0,,,,N,,[FIXED]168.97,,,,,,,,,,"Yeti, Stretch, 19-20, Airblaster, OG, DINO, M","Yeti, Stretch, 19-20, Airblaster, OG, DINO, M",4.0,,,,2.0,,,,Y,,,,168.97,,,,,,15080_0.jpg,,,"Yeti, Stretch, 19-20, Airblaster, OG, DINO, M",,,,N,,,,,,"Yeti, Stretch, 19-20, Airblaster, OG, DINO, M",,,,,,,1-15080,,3.0,,,,Rule,1.0,,,25.95,0.0
44025,,"Yeti, Stretch, 19-20, Airblaster, OG, DINO, L",,5.0,,,,N,,[FIXED]168.97,,,,,,,,,,"Yeti, Stretch, 19-20, Airblaster, OG, DINO, L","Yeti, Stretch, 19-20, Airblaster, OG, DINO, L",4.0,,,,2.0,,,,Y,,,,168.97,,,,,,15081_0.jpg,,,"Yeti, Stretch, 19-20, Airblaster, OG, DINO, L",,,,N,,,,,,"Yeti, Stretch, 19-20, Airblaster, OG, DINO, L",,,,,,,1-15081,,3.0,,,,Rule,1.0,,,25.95,0.0
44026,,"Yeti, Stretch, 19-20, Airblaster, OG, DINO, XL",,5.0,,,,N,,[FIXED]168.97,,,,,,,,,,"Yeti, Stretch, 19-20, Airblaster, OG, DINO, XL","Yeti, Stretch, 19-20, Airblaster, OG, DINO, XL",4.0,,,,2.0,,,,Y,,,,168.97,,,,,,15082_0.jpg,,,"Yeti, Stretch, 19-20, Airblaster, OG, DINO, XL",,,,N,,,,,,"Yeti, Stretch, 19-20, Airblaster, OG, DINO, XL",,,,,,,1-15082,,3.0,,,,Rule,1.0,,,25.95,0.0
44027,,"Yeti, Stretch, Jacket, 18-19, Airblaster, , ",847678110354,5.0,,,,N,Yeti Stretch Jacket 18-19,181.99,,,,,Airblaster,,,by option,,"Yeti, Stretch, Jacket, 18-19, Airblaster, , ","Yeti, Stretch, Jacket, 18-19, Airblaster, , ",4.0,,,,2.0,P,,,Y,,,,181.99,,,,,Yeti Stretch Jacket 18-19,,,Gear/Jacket/Men,"Yeti, Stretch, Jacket, 18-19, Airblaster, , ",,Yeti Stretch Jacket 18-19,"Yeti, Stretch, Jacket, 18-19, Airblaster, , ",N,,,,,,"Yeti, Stretch, Jacket, 18-19, Airblaster, , ",,,,,,,0-06340,0.0,3.0,,,119.6,Product,1.0,"Yeti, Stretch, Jacket, 18-19, Airblaster, , ",,259.99,0.0
44028,,,847678110354,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,181.99,,,,,"[RT]Color=BLKGRY,[RB]Size=M",,,,,,,,N,,,,,,,,,,,,,1-06340,0.0,,,,119.6,SKU,,,,259.99,0.0
